Term,Coefficient
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5162629043135714
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.4786152951983853
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5954734252842184
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.4913642636178654
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5206622609598553
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.36215403475650454
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx1^2,0.726598326900354
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5165822614143932
d^2u/dx0^2,0.5210203464149676
d^2u/dx1^2,0.5023246195669776
d^2u/dx1^2,0.5163461170848348
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,-1.0
d^2u/dx0^2,0.703146264889655
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
d^2u/dx0^2,0.5181005138950991
